Domain,Username,Country,Followers,Following,Medias,Likes,Tweets,Listed,IsActive,LastModifiedDate
thenews.com.pk,thenews_intl,US,757233,17,71939,11,207945,1314,1,2025-03-27 16:31:26
lance.com.br,lancenet,BR,752920,883,279657,3066,495411,369,1,2025-03-27 16:31:26
dw.comde,dwnews,DE,753098,568,136644,4396,358691,9303,1,2025-03-27 16:31:26
fox5atlanta.com,fox5atlanta,US,751303,1796,95122,9106,531071,2380,1,2025-03-27 16:31:26
msnbc.com,morning_joe,US,750507,637,15443,5343,80211,4719,1,2025-03-27 16:31:26
motherjones.com,motherjones,US,742415,255,57905,1693,273834,16476,1,2025-03-27 16:31:26
seattletimes.com,seattletimes,US,733319,11008,46279,1597,264797,6786,1,2025-03-27 16:31:26
king5.com,king5seattle,US,730008,7322,81842,27202,394140,4584,1,2025-03-27 16:31:26
ujyaaloonline.com,ujyaalo,NP,728100,167,8896,100,243051,467,1,2025-03-27 16:31:26
bellingcat.com,bellingcat,GB,725484,73,2937,2663,28895,9827,1,2025-03-27 16:31:26
elperiodico.comes,elperiodico,ES,725496,15335,103733,496,713406,7633,1,2025-03-27 16:31:26
houstonchronicle.com,houstonchron,US,722117,121,13382,184,407918,5019,1,2025-03-27 16:31:26
livehindustan.com,live_hindustan,IN,718304,22,64513,81,417539,738,1,2025-03-27 16:31:26
iol.co.za,iol,ZA,714583,10791,56145,2272,420126,1889,1,2025-03-27 16:31:26
news.com.au,newscomauhq,US,707616,3983,49115,1756,326255,3716,1,2025-03-27 16:31:26
venturebeat.com,venturebeat,US,706842,1565,38341,2064,178671,17560,1,2025-03-27 16:31:26
laweekly.com,laweekly,US,698854,1690,5023,2306,61893,4177,1,2025-03-27 16:31:26
mid-day.com,mid_day,US,685512,186,90900,3486,366307,1070,1,2025-03-27 16:31:26
thinkprogress.org,thinkprogress,US,682031,852,89795,229,151443,10020,1,2025-03-27 16:31:26
adweek.com,adweek,US,681522,24558,66143,85454,159611,14913,1,2025-03-27 16:31:26
infowars.com,infowars,US,678950,1203,10041,12856,63683,2724,1,2025-03-27 16:31:26
clatl.com,cl_atlanta,US,676911,936,2919,1461,36658,1738,1,2025-03-27 16:31:26
axios.com,axios,US,673147,1037,15392,767,187163,9262,1,2025-03-27 16:31:26
wfaa.com,wfaa,US,672464,3745,64593,11735,314899,3106,1,2025-03-27 16:31:26
nbcnews.com,nbcpolitics,US,670608,260,6069,819,96199,7468,1,2025-03-27 16:31:26
setopati.com,setopati,NP,663849,2,73124,3,303087,629,1,2025-03-27 16:31:26
fox29.com,fox29philly,US,662822,6426,79237,16020,503822,2268,1,2025-03-27 16:31:26
reuters.com,reutersworld,US,660696,163,131849,10,298190,9406,1,2025-03-27 16:31:26
chess.comnews,chesscom,US,645948,753,21389,27598,52229,2650,1,2025-03-27 16:31:26
nbcphiladelphia.com,nbcphiladelphia,US,641823,2480,118915,6047,360972,3077,1,2025-03-27 16:31:26
private-eye.co.uk,privateeyenews,GB,637764,0,2248,445,5790,4332,1,2025-03-27 16:31:26
msnbc.com,meetthepress,US,629489,504,47388,3740,118529,6480,1,2025-03-27 16:31:26
adnkronos.com,adnkronos,IT,617516,68,245010,700,394264,4105,1,2025-03-27 16:31:26
larazon.es,larazon_es,ES,610813,2913,224336,26521,642785,7249,1,2025-03-27 16:31:26
politifact.com,politifact,US,602386,7250,25844,4448,73381,9708,1,2025-03-27 16:31:26
rasmussenreports.com,rasmussen_poll,US,599504,772,35813,6056,82820,6907,1,2025-03-27 16:31:26
jb.com.br,jornaldobrasil,BR,598186,701,5265,713,155204,2418,1,2025-03-27 16:31:26
theathletic.com,theathletic,US,594914,1017,38424,17345,89253,1,1,2025-03-27 16:31:26
abc7news.com,abc7newsbayarea,US,592797,21989,95615,6229,508756,4636,1,2025-03-27 16:31:26
bloomberg.co.jp,bloombergjapan,JP,593837,114,53590,24,182351,16731,1,2025-03-27 16:31:26
nj.com,njdotcom,US,589001,734,110070,4142,230558,2370,1,2025-03-27 16:31:26
euronews.com,euronews,US,585925,25,65639,6096,203012,9447,1,2025-03-27 16:31:26
dailymaverick.co.za,dailymaverick,ZA,581486,1848,96659,232,252875,1822,1,2025-03-27 16:31:26
em.com.br,em_com,BR,581261,398,114647,702,381903,1051,1,2025-03-27 16:31:26
timesofisrael.com,timesofisrael,IL,581106,216,25096,321,345417,6019,1,2025-03-27 16:31:26
newjersey.news12.com,news12nj,US,575532,446,18971,896,120557,1711,1,2025-03-27 16:31:26
pagina12.com.ar,pagina12,AR,570272,29,32058,1357,283270,2081,1,2025-03-27 16:31:26
nytimes.com,nytimeses,US,569735,4268,7453,738,26009,5526,1,2025-03-27 16:31:26
eater.com,eater,US,561702,893,46215,1781,96927,4063,1,2025-03-27 16:31:26
charliehebdo.fr,charlie_hebdo_,FR,560883,300,3083,595,16867,3749,1,2025-03-27 16:31:26
scotusblog.com,scotusblog,US,555770,57,485,1422,12224,6940,1,2025-03-27 16:31:26
nbcdfw.com,nbcdfw,US,554906,2167,72566,8014,323051,2840,1,2025-03-27 16:31:26
theroot.com,theroot,US,553525,12755,85959,4759,167524,5115,1,2025-03-27 16:31:26
9news.com,9news,US,551646,934,100044,11000,565001,3446,1,2025-03-27 16:31:26
haaretz.com,haaretzcom,US,548147,1884,102188,848,486346,11096,1,2025-03-27 16:31:26
observatoriodaimprensa.com.br,observatorio,BR,545372,390,2356,38,69833,3415,1,2025-03-27 16:31:26
suntimes.com,suntimes,US,542840,11750,40935,4445,221598,6013,1,2025-03-27 16:31:26
freep.com,freep,US,540616,3061,20151,5052,339826,4400,1,2025-03-27 16:31:26
fandom.com,getfandom,US,540144,37701,39967,12514,65367,2501,1,2025-03-27 16:31:26
bonginoreport.com,bonginoreport,US,535914,74,2368,3089,26074,1162,1,2025-03-27 16:31:26
ratopati.com,rato_pati,NP,527412,0,41905,15,349001,456,1,2025-03-27 16:31:26
atarde.com.br,atarde,BR,526052,91,52408,328,206637,725,1,2025-03-27 16:31:26
theringer.com,ringer,US,524685,930,36282,13222,173467,5115,1,2025-03-27 16:31:26
miamiherald.com,miamiherald,US,523982,983,64175,866,399727,6639,1,2025-03-27 16:31:26
elnuevoherald.com,elnuevoherald,US,521335,844,142319,1558,400170,4094,1,2025-03-27 16:31:26
cbsnews.com,facethenation,US,520616,1479,19031,1143,51626,2667,1,2025-03-27 16:31:26
apnews.com,ap_politics,US,516338,573,4293,20,87326,7510,1,2025-03-27 16:31:26
morningbrew.com,morningbrew,US,514463,1694,19580,24101,44975,3340,1,2025-03-27 16:31:26
notthebee.com,not_the_bee,US,507968,384,1825,7194,32552,1515,1,2025-03-27 16:31:26
tass.ru,tass_agency,RU,506010,13,397735,0,596542,3210,1,2025-03-27 16:31:26
nbcchicago.com,nbcchicago,US,500694,1379,118912,129,316961,4050,1,2025-03-27 16:31:26
gawker.com,gawker,US,498616,695,6676,114,67387,9287,1,2025-03-27 16:31:26
denverpost.com,denverpost,US,496533,820,26583,5476,317199,5541,1,2025-03-27 16:31:26
vulture.com,vulture,US,495179,1102,48816,31008,265361,6662,1,2025-03-27 16:31:26
thefederalist.com,fdrlst,US,496865,719,1531,388,74846,3655,1,2025-03-27 16:31:26
foxnews.com,foxnewsalert,US,492516,56,0,0,7127,5082,1,2025-03-27 16:31:26
newindianexpress.com,newindianxpress,US,491921,400,51456,571,761136,1723,1,2025-03-27 16:31:26
sfgate.com,sfgate,US,491551,1005,98018,14730,207057,5802,1,2025-03-27 16:31:26
nytimes.com,nytpolitics,US,488936,221,32899,534,146081,8993,1,2025-03-27 16:31:26
cnn.com,cnnsitroom,US,487511,882,12534,971,28514,2447,1,2025-03-28 16:30:12
abc15.com,abc15,US,486410,53926,90341,5678,286400,2498,1,2025-03-28 16:30:12
palmerreport.com,palmerreport,US,481724,98097,603,101906,242029,3613,1,2025-03-28 16:30:12
theblock.co,theblock__,US,479736,214,811,4681,43381,6064,1,2025-03-28 16:30:12
splinternews.com,splinter_news,US,479692,2299,79160,5860,148893,3269,1,2025-03-28 16:30:12
ekantipur.com,ek_business,NP,472837,96,24314,91,119408,390,1,2025-03-28 16:30:12
lesoir.be,lesoir,BE,471883,489,212585,435,308923,4067,1,2025-03-28 16:30:12
nzherald.co.nz,nzherald,NZ,469024,2703,93212,744,196135,2859,1,2025-03-28 16:30:12
washingtontimes.com,washtimes,US,469295,1878,364365,10529,895880,8081,1,2025-03-28 16:30:12
japantimes.co.jp,japantimes,US,467592,44,23327,0,310945,10908,1,2025-03-28 16:30:12
inquirer.com,phillyinquirer,US,465391,949,38765,1626,270174,3028,1,2025-03-28 16:30:12
drudgereport.com,drudge,US,463538,0,1,0,1,5064,1,2025-03-28 16:30:12
ny1.com,ny1,US,462588,141,27209,3051,141709,4091,1,2025-03-28 16:30:12
wral.com,wral,US,462121,6961,7144,4089,248291,2317,1,2025-03-28 16:30:12
kcrw.com,kcrw,US,459927,7027,13155,9833,60428,3872,1,2025-03-28 16:30:12
azcentral.com,azcentral,US,453412,693,81568,2712,331652,3283,1,2025-03-28 16:30:12
macleans.ca,macleans,US,452705,2493,27146,7438,128873,3374,1,2025-03-28 16:30:12
torontosun.com,thetorontosun,CA,448624,639,210917,1062,356674,2351,1,2025-03-28 16:30:12
nbcnews.com,datelinenbc,US,447779,1581,18179,38439,104951,2296,1,2025-03-28 16:30:12
oregonlive.com,oregonian,US,444778,1092,117945,1411,236115,4017,1,2025-03-28 16:30:12
11alive.com,11alivenews,US,440741,2616,174884,5159,501857,2260,1,2025-03-28 16:30:12
lavozdegalicia.es,lavozdegalicia,ES,438316,189,59596,129,427396,3402,1,2025-03-28 16:30:12
decisiondeskhq.com,decisiondeskhq,US,436513,2106,3899,1725,23503,6134,1,2025-03-28 16:30:12
usatoday.com,usatodaymoney,US,436490,1439,29908,1496,142870,6208,1,2025-03-28 16:30:12
cbsnews.com,cbseveningnews,US,435617,1604,95145,2602,175120,4615,1,2025-03-28 16:30:12
sputniknews.com,sputnikint,US,435383,289,66819,107,260336,7310,1,2025-03-28 16:30:12
startribune.com,startribune,US,432702,741,56947,1743,271965,3708,1,2025-03-28 16:30:12
wgntv.com,wgnnews,US,431199,1157,42550,5103,223045,2806,1,2025-03-28 16:30:12
nbcbayarea.com,nbcbayarea,US,429413,1535,73501,8291,476881,3534,1,2025-03-28 16:30:12
windowscentral.com,windowscentral,US,430373,57,19897,443,77525,3454,1,2025-03-28 16:30:12
abcnews.go.com,abc2020,US,429131,1499,11076,736,42266,1582,1,2025-03-28 16:30:12
cbn.globoradio.globo.com,cbnoficial,BR,425736,229,11948,1149,165334,2249,1,2025-03-28 16:30:12
townhall.com,townhallcom,US,426688,1178,12537,275,130795,3484,1,2025-03-28 16:30:12
techmeme.com,techmeme,US,425074,955,71,32604,190962,13908,1,2025-03-28 16:30:12
foxla.com,foxla,US,424507,14501,33850,2982,289841,3338,1,2025-03-28 16:30:12
mediamatters.org,mmfa,US,422749,2275,20159,2179,104419,9071,1,2025-03-28 16:30:12
france24.com,france24_en,US,423009,1098,198893,1667,372020,6666,1,2025-03-28 16:30:12
huffingtonpost.com,huffpostgreen,US,420714,1005,376,957,62978,9438,1,2025-03-28 16:30:12
pewresearch.org,pewresearch,US,420564,75,42126,1203,101857,12011,1,2025-03-28 16:30:12
al.com,aldotcom,US,419124,1204,124999,11161,248177,1819,1,2025-03-28 16:30:12
insider.com,thisisinsider,US,413543,621,105005,4518,193945,2341,1,2025-03-28 16:30:12
jiji.com,jijicom,JP,412025,19,24220,9,793818,9252,1,2025-03-28 16:30:12
tytnetwork.com,theyoungturks,US,410767,8824,51606,11540,114176,5198,1,2025-03-28 16:30:12
huffingtonpost.com,blackvoices,US,405768,17004,20875,1071,91288,3823,1,2025-03-28 16:30:12
foxnews.com,foxnation,US,405425,555,3190,172,4573,3532,1,2025-03-28 16:30:12
newslaundry.com,newslaundry,IN,403604,154,48690,848,125918,1454,1,2025-03-28 16:30:12
msnbc.com,allinwithchris,US,400463,1284,6631,872,39422,2848,1,2025-03-28 16:30:12
apnews.com,ap_noticias,US,399974,4811,19255,2831,188062,4431,1,2025-03-28 16:30:12
redeyechicago.com,redeyechicago,US,399834,9691,33829,14228,126309,3621,1,2025-03-28 16:30:12
esquire.com,esquire,US,397334,3363,72831,2828,196707,6578,1,2025-03-28 16:30:12
kyivpost.comuk,kyivpost,UA,395329,1609,36052,4821,82451,6376,1,2025-03-28 16:30:12
washingtonpost.com,postpolitics,US,392900,1635,1207,640,104898,6758,1,2025-03-28 16:30:12
msnbc.com,deadlinewh,US,390702,171,13515,779,16575,2265,1,2025-03-28 16:30:12
ledevoir.com,ledevoir,CA,390712,678,9628,466,197341,3308,1,2025-03-28 16:30:12
vg.no,vgnett,NO,381690,147,5453,397,162970,1143,1,2025-03-28 16:30:12
pagesix.com,pagesix,US,381384,4960,185687,1250,247819,2526,1,2025-03-28 16:30:12
jacobin.com,jacobin,US,374893,8,5221,1599,88561,4981,1,2025-03-28 16:30:12
splcenter.org,splcenter,US,369589,3685,16119,1772,43552,4776,1,2025-03-28 16:30:12
heraldsun.com.au,theheraldsun,US,369321,28943,64113,1298,342385,2462,1,2025-03-28 16:30:12
nationalreview.com,nro,US,369203,1418,75750,1154,229732,5934,1,2025-03-28 16:30:12
detroitnews.com,detroitnews,US,367586,2479,68829,2159,373251,3132,1,2025-03-28 16:30:12
telegraphindia.com,ttindia,US,365992,194,13008,468,146546,1281,1,2025-03-28 16:30:12
christianitytoday.com,ctmagazine,US,361961,1819,900,11284,63531,4433,1,2025-03-28 16:30:12
bloomberg.com,bpolitics,US,361784,1007,101689,948,286969,5546,1,2025-03-28 16:30:12
washingtonexaminer.com,dcexaminer,US,361847,450,237717,733,771412,4253,1,2025-03-28 16:30:12
redstate.com,redstate,US,359590,367,1692,192,196812,4304,1,2025-03-28 16:30:12
huffpost.com,huffpostcanada,CA,358413,1804,98024,1300,258796,3090,1,2025-03-28 16:30:12
afr.com,financialreview,US,357759,662,13175,438,267360,0,1,2025-03-28 16:30:12
rollcall.com,rollcall,US,355359,1536,20643,1567,145868,6782,1,2025-03-28 16:30:12
ukrinform.ua,ukrinform,UA,354440,681,448873,9433,566057,1969,1,2025-03-28 16:30:12
qz.com,qz,US,350100,268,14959,3283,215223,8626,1,2025-03-28 16:30:12
nola.com,nolanews,US,349738,1503,12409,1463,393712,2883,1,2025-03-28 16:30:12
stuff.co.nz,nzstuff,NZ,348508,730,165384,273,409312,1879,1,2025-03-28 16:30:12
rightwingwatch.org,rightwingwatch,US,347552,344,6693,19,51481,3325,1,2025-03-28 16:30:12
crooked.com,crookedmedia,US,344900,87,6734,3760,15538,2743,1,2025-03-28 16:30:12
nbcnews.com,nbcnewsbusiness,US,344770,406,645,142,44524,5222,1,2025-03-28 16:30:12
orlandosentinel.com,orlandosentinel,US,344565,648,194447,898,290414,3389,1,2025-03-28 16:30:12
msnbc.com,thebeatwithari,US,340997,1005,13418,1894,24501,1967,1,2025-03-28 16:30:12
tennessean.com,tennessean,US,338569,3812,42040,5714,293452,2606,1,2025-03-28 16:30:12
nbcnews.com,nbcnewsworld,US,338679,351,3786,23,109725,3607,1,2025-03-28 16:30:12
rt.com,rt_america,US,337741,722,65875,672,126870,4254,1,2025-03-28 16:30:12
baltimoresun.com,baltimoresun,US,335160,10597,23625,2666,249643,3628,1,2025-03-28 16:30:12
tampabay.com,tb_times,US,333036,5102,25192,10611,272109,3038,1,2025-03-28 16:30:12
statesman.com,statesman,US,333163,16570,42163,991,194201,4842,1,2025-03-28 16:30:12
aviationweek.com,aviationweek,US,332753,647,10400,579,29768,3763,1,2025-03-28 16:30:12
chequeado.com,chequeado,AR,331701,36,32149,197,59236,1696,1,2025-03-28 16:30:12
journaldemontreal.com,jdemontreal,CA,328755,855,79831,105,362158,1885,1,2025-03-28 16:30:12
thedenverchannel.com,denverchannel,US,325554,1186,60082,14168,404005,2748,1,2025-03-28 16:30:12
reviewjournal.com,reviewjournal,US,321966,283,28079,3556,260381,0,1,2025-03-28 16:30:12
worldpressphoto.org,worldpressphoto,US,320507,1395,8305,9302,15270,4452,1,2025-03-28 16:30:12
huffingtonpost.com,huffpostwomen,US,317629,2545,6617,5095,132455,3834,1,2025-03-28 16:30:12
newsday.com,newsday,US,316500,704,35519,2013,127971,1921,1,2025-03-28 16:30:12
pbs.org,frontlinepbs,US,315882,2201,25595,8592,71660,5035,1,2025-03-28 16:30:12
nbcconnecticut.com,nbcconnecticut,US,314062,767,20207,1346,180853,1663,1,2025-03-28 16:30:12
foxnews.com,foxnewssunday,US,312812,893,4502,911,17484,3125,1,2025-03-28 16:30:12
sfchronicle.com,sfchronicle,US,311784,462,91819,4917,451131,4303,1,2025-03-28 16:30:12
kptv.com,fox12oregon,US,311555,810,97766,2547,254588,1924,1,2025-03-28 16:30:12
wtop.com,wtop,US,308981,1151,1132,3177,38193,3062,1,2025-03-28 16:30:12
1news.co.nz,1newsnz,NZ,307836,148,97503,2339,207120,1509,1,2025-03-28 16:30:12
lasvegasweekly.com,lasvegasweekly,US,307257,24915,15387,1490,35021,1792,1,2025-03-28 16:30:12
stltoday.com,stltoday,US,307229,64,35365,734,259961,2587,1,2025-03-28 16:30:12
stripes.com,starsandstripes,US,304732,566,16810,2429,241985,3661,1,2025-03-28 16:30:12
kansascity.com,kcstar,US,303668,843,14028,4624,351595,2746,1,2025-03-28 16:30:12
texastribune.org,texastribune,US,302816,50532,24626,2934,137483,5180,1,2025-03-28 16:30:12
houstonpress.com,houstonpress,US,302498,2282,19620,216,77302,1829,1,2025-03-28 16:30:12
lrb.co.uk,lrb,GB,300591,1881,6142,4409,52939,5229,1,2025-03-28 16:30:12
vancouversun.com,vancouversun,US,300342,976,99223,1149,378698,3787,1,2025-03-28 16:30:12
sun-sentinel.com,sunsentinel,US,300055,11225,151770,1914,247631,2818,1,2025-03-28 16:30:12
cbsnews.com,cbspolitics,US,296879,253,2552,1074,32924,3864,1,2025-03-28 16:30:12
advocate.com,theadvocatemag,US,292191,996,6428,4897,84849,4036,1,2025-03-28 16:30:12
reason.com,reason,US,292350,377,5843,337,123931,6211,1,2025-03-28 16:30:12
indystar.com,indystar,US,291146,645,136155,2881,339309,2662,1,2025-03-28 16:30:12
npr.org,npratc,US,289847,1286,1618,3411,18535,3226,1,2025-03-28 16:30:12
irishexaminer.com,irishexaminer,IE,289522,617,246321,1800,543064,1746,1,2025-03-28 16:30:12
jessica.substack.com,jessicavalenti,US,288818,1333,1296,29507,19221,3938,1,2025-03-28 16:30:12
reuters.com,reuterspolitics,US,288291,370,77103,15,134929,4933,1,2025-03-28 16:30:12
icij.org,icijorg,US,286127,1057,2130,8675,29812,4457,1,2025-03-28 16:30:12
cnn.com,outfrontcnn,US,286782,697,13498,163,47048,1617,1,2025-03-28 16:30:12
perfectunion.us,moreperfectus,US,285852,2127,4872,41456,24428,1664,1,2025-03-28 16:30:12
niemanlab.org,niemanlab,US,285409,838,4532,2408,60398,11672,1,2025-03-28 16:30:12
sbnation.com,sbnation,US,285043,1023,78675,8734,327981,4347,1,2025-03-28 16:30:12
reductress.com,reductress,US,281485,603,46903,944,57703,1172,1,2025-03-28 16:30:12
apublica.org,agenciapublica,BR,281566,950,12722,11474,52756,2115,1,2025-03-28 16:30:12
militarytimes.com,militarytimes,US,280498,123,27229,1036,76687,3060,1,2025-03-28 16:30:12
mrc.org,themrc,US,279055,1042,18583,2784,98372,2252,1,2025-03-28 16:30:12
weeklystandard.com,weeklystandard,US,277950,10981,9392,701,59239,3355,1,2025-03-28 16:30:12
mercurynews.com,mercnews,US,276858,1788,101645,1672,455927,3440,1,2025-03-28 16:30:12
chicagoreader.com,chicago_reader,US,276129,1847,13923,7533,104494,3209,1,2025-03-28 16:30:12
spectator.co.uk,spectator,GB,274593,79,12404,1060,152415,3267,1,2025-03-28 16:30:12
hurriyetdailynews.com,hdner,US,272720,67,125806,1,180030,2474,1,2025-03-28 16:30:12
foxnews.com,outnumberedfnc,US,272371,5,2099,1226,10014,760,1,2025-03-28 16:30:12
wbtv.com,wbtv_news,US,272116,588,71686,2732,335854,1395,1,2025-03-28 16:30:12
charlotteobserver.com,theobserver,US,270912,672,28595,1317,263720,2444,1,2025-03-28 16:30:12
abc3340.com,abc3340,US,270420,877,40995,10416,298815,1339,1,2025-03-28 16:30:12
jezebel.com,jezebel,US,268602,69,74497,840,127872,5042,1,2025-03-28 16:30:12
cbsnews.com,cbssunday,US,267117,458,25516,681,41874,2061,1,2025-03-28 16:30:12
kvue.com,kvue,US,266793,1149,35523,10088,324325,2418,1,2025-03-28 16:30:12
montrealgazette.com,mtlgazette,US,265090,369,89445,683,292740,2598,1,2025-03-28 16:30:12
ocregister.com,ocregister,US,264834,2295,35191,7144,230798,1724,1,2025-03-28 16:30:12
snopes.com,snopes,US,264626,76,13815,307,98061,4545,1,2025-03-28 16:30:12
newsroom.ucla.edu,ucla,US,264118,241,5022,11387,22070,2020,1,2025-03-28 16:30:12
kxan.com,kxan_news,US,261714,516,43749,3901,221014,2529,1,2025-03-28 16:30:12
thewrap.com,thewrap,US,258825,11259,117875,16562,287792,4003,1,2025-03-28 16:30:12
sacbee.com,sacbee_news,US,258487,78,20388,1114,399240,3002,1,2025-03-28 16:30:12
cnn.com,theleadcnn,US,256827,378,21159,198,42841,2091,1,2025-03-28 16:30:12
belfasttelegraph.co.uk,beltel,GB,256778,14543,115188,1153,293254,1264,1,2025-03-28 16:30:12
abcnews.go.com,abcwnn,US,255911,696,12018,1125,22758,1228,1,2025-03-28 16:30:12
ottawacitizen.com,ottawacitizen,CA,255656,303,159606,684,343412,2719,1,2025-03-28 16:30:12
lasvegassun.com,lasvegassun,US,249709,18408,29587,3461,124399,2186,1,2025-03-28 16:30:12
wbrc.com,wbrcnews,US,248028,1756,62228,2831,329958,1122,1,2025-03-28 16:30:12
newsbusters.org,newsbusters,US,247822,1058,18851,2083,207515,3619,1,2025-03-28 16:30:12
cnn.com,hlntv,US,246807,46,35739,37884,74749,0,1,2025-03-28 16:30:12
news.berkeley.edu,ucberkeley,US,245847,679,7555,26925,22497,2112,1,2025-03-28 16:30:12
twitchy.com,twitchyteam,US,245241,2860,1692,837,168238,2797,1,2025-03-28 16:30:12
mintpressnews.com,mintpressnews,US,244945,384,34235,25775,120938,2729,1,2025-03-28 16:30:12
mysanantonio.com,mysa,US,243991,6062,13937,5923,252813,1343,1,2025-03-28 16:30:12
westword.com,denverwestword,US,243733,4941,7038,12004,96581,1844,1,2025-03-28 16:30:12
prabhatkhabar.com,prabhatkhabar,IN,243831,426,32113,966,166468,208,1,2025-03-28 16:30:12
dailykos.com,dailykos,US,243408,1303,4175,2435,122195,6091,1,2025-03-28 16:30:12
nashvillescene.com,nashvillescene,US,243453,675,9615,10811,45173,1741,1,2025-03-28 16:30:12
nytimes.com,nytmag,US,243133,183,6378,727,34044,4704,1,2025-03-28 16:30:12
star-telegram.com,startelegram,US,243232,549,22872,640,240893,1895,1,2025-03-28 16:30:12
local10.com,wplglocal10,US,241536,1282,60986,3509,197096,2049,1,2025-03-28 16:30:12
npr.org,nprfreshair,US,239721,1808,1293,13313,28565,4687,1,2025-03-28 16:30:12
talkingpointsmemo.com,tpm,US,239799,686,85904,1603,186079,7192,1,2025-03-28 16:30:12
dallasobserver.com,dallas_observer,US,238214,3718,4547,3215,44024,1776,1,2025-03-28 16:30:12
blockclubchicago.org,blockclubchi,US,236789,1067,89376,4960,129738,1874,1,2025-03-28 16:30:12
thenewsobserver.com,newsobserver,US,235484,642,30983,1504,245206,2440,1,2025-03-28 16:30:12
cronista.com,cronistacom,AR,232876,3810,105161,224,334515,2614,1,2025-03-28 16:30:12
npr.org,morningedition,US,231982,3108,6495,4409,55076,3488,1,2025-03-28 16:30:12
bleepingcomputer.com,bleepincomputer,US,232497,193,1920,2904,33847,3477,1,2025-03-28 16:30:12
villagevoice.com,villagevoice,US,231621,1571,22644,8868,67185,4294,1,2025-03-28 16:30:12
usatoday.com,usatodaydc,US,231432,848,6988,119,92733,1766,1,2025-03-28 16:30:12
futurism.com,futurism,US,231204,28,8847,1689,64221,3921,1,2025-03-28 16:30:12
texasmonthly.com,texasmonthly,US,229444,615,3658,17968,69349,3248,1,2025-03-28 16:30:12
wgrz.com,wgrz,US,227828,1915,46115,3032,338652,1243,1,2025-03-28 16:30:12
dailytelegraph.com.au,dailytelegraph,US,227672,13183,52945,2530,274361,2625,1,2025-03-28 16:30:12
abs-cbn.com,abscbnpr,US,227571,469,61989,2212,139002,132,1,2025-03-28 16:30:12
abcnews.go.com,thisweekabc,US,226328,1081,60754,76,131137,2282,1,2025-03-28 16:30:12
punjabkesari.in,punjabkesari,IN,226292,35,288272,1313,342639,622,1,2025-03-28 16:30:12
project-syndicate.org,prosyn,US,225940,2060,10829,7958,113325,5234,1,2025-03-28 16:30:12
unicornriot.ninja,ur_ninja,US,224797,3015,15643,7026,46122,1875,1,2025-03-28 16:30:12
wcpo.com,wcpo,US,223349,3305,60752,20883,428689,1540,1,2025-03-28 16:30:12
chicagotribune.com,chicagobreaking,US,222991,1358,23357,135,138397,2736,1,2025-03-28 16:30:12
cnn.com,cnnsotu,US,222678,7434,5814,2190,41097,2180,1,2025-03-28 16:30:12
dispatch.com,dispatchalerts,US,222711,381,9954,3398,235501,1900,1,2025-03-28 16:30:12
miaminewtimes.com,miaminewtimes,US,222370,1916,12145,4021,81680,1985,1,2025-03-28 16:30:12
grist.org,grist,US,220530,3039,25872,2488,110008,8683,1,2025-03-28 16:30:12
msn.com,msn,US,218598,726,54153,133,448591,1527,1,2025-03-28 16:30:12
calgaryherald.com,calgaryherald,US,218194,755,80568,695,262637,2083,1,2025-03-28 16:30:12
conservativereview.com,cr,US,217912,689,11942,711,84243,1379,1,2025-03-28 16:30:12
nytimes.com,upshotnyt,US,217746,294,10587,3141,50474,6929,1,2025-03-28 16:30:12
sandiegouniontribune.com,sdut,US,217931,105,91893,2453,175957,3171,1,2025-03-28 16:30:12
sltrib.com,sltrib,US,216801,803,7,3762,2346,2148,1,2025-03-28 16:30:12
ilmanifesto.it,ilmanifesto,IT,216752,3871,7628,6935,71755,1659,1,2025-03-28 16:30:12
cookpolitical.com,cookpolitical,US,215513,1667,575,373,6159,4749,1,2025-03-28 16:30:12
rawstory.com,rawstory,US,215293,3832,44000,10069,348735,4449,1,2025-03-28 16:30:12
chicagobusiness.com,crainschicago,US,214469,34426,7385,5249,133608,3035,1,2025-03-28 16:30:12
cbsnews.comchicago,cbschicago,US,213752,2183,100768,2601,239628,2875,1,2025-03-28 16:30:12
quillette.com,quillette,GB,212852,263,927,335,21448,2038,1,2025-03-28 16:30:12
theguardian.com,guardianus,US,212560,669,7903,1461,307094,0,1,2025-03-28 16:30:13
netwerk24.com,netwerk24,ZA,212184,1093,29978,755,192685,424,1,2025-03-28 16:30:13
justthenews.com,justthenews,US,212192,87,2771,2036,75939,1101,1,2025-03-28 16:30:13
austinchronicle.com,austinchronicle,US,211638,8446,5307,6222,45379,2915,1,2025-03-28 16:30:13
nayapatrikadaily.com,naya_patrika,NP,211834,29,22436,0,225974,158,1,2025-03-28 16:30:13
wweek.com,wweek,US,211171,260,4574,1764,38481,1808,1,2025-03-28 16:30:13
newstatesman.comuk,newstatesman,GB,209675,479,32260,1873,203885,4375,1,2025-03-28 16:30:13
chess24.comenreadnews,chess24com,DE,207568,760,49593,2340,107418,1514,1,2025-03-28 16:30:13
ketv.com,ketv,US,207679,2745,190971,951,367474,1011,1,2025-03-28 16:30:13
rferl.org,rferl,US,207339,1107,36464,279,106940,4147,1,2025-03-28 16:30:13
blavity.com,blavity,US,206246,24548,72187,21921,133232,1707,1,2025-03-28 16:30:13
poynter.org,poynter,US,206010,1930,11576,7432,87726,8065,1,2025-03-28 16:30:13
